Report date,Well ,Project,Mid Night Depth (ft),Comments,Formation,Spud date,Avg. ROP (ft/hr),Flow rate (gpm),Min. RPM (rpm),Max. RPM (rpm),Max. WOB (kip),Min. WOB (kip),TFA (in²)
24/10/2019,BB-1334,BAB,"12,170.00","R-1: WORKING AT HEIGHT R-2: GOOD RESPONSE FROOM CREW R-3: STATIC LOSSES-2.5 BPH LOSSES CURRENT LOCATION PAD 102, BB-1334 NEXT LOCAITON PAD 102, BB-1258 LOCATION READY 100% CELLAR FOR NEXT WELL BB-1258 RECEIVED TASK ORDER FOR EXCAVATOR AND GATCH PENDING APPROVAL, CONTRACTOR ASSIGNED-SAARI HAVING PROBLEM TO ACCOMMODATE ALL SERVICE COMPANIES IN MADINAT ZAYED CAMP MISCELLANEOUS: NO EMERGENCY CAR AND DRIVER AT RIG SITE - CONTRACT ISSUE NOT ENOUGH TRANSPORT AVAILABLE FOR EVACUATION",TAMAMA ZONE H,6/10/2019 11:00,20,581.9,120,120,25,25,0.773
25/10/2019,BB-1370,BAB,518,"R-1\tLSR (DRIVING), CIVIL EQUIPMENT MOVEMENT R-2\tADNOC DRILLING WELDER ADJUSTED VENT LINE AND BELL NIPPLE FLOW LINE OUTLET ELEVATION R-3\tOBSERVED DYNAMIC LOSSES 70 BPH DURING LAST HOUR DRILLED  R-4\tDYNAMIC LOSSES DURING CIRCULATION: 70 BPH  **COORDINATION MEETING CONDUCTED ON 211019 **PERFORMED AMBULANCE DRY RUN ON 20/10/2019. 5 KM / 7 MIN. **REPLACE UPPER VRB RAMS TO 4 1/2"" - 7"" AND CONDUCTED BOP VISUAL INSPECTION ON 22/10/2019  NEXT LOCATIONS\t \t BB-1428\t90% WELL CENTER RE-STACKED BY GEOMATICS TEAM ON 29/08/2019\t FLOW LINE ORIENTATION STACKED BY GEOMATICS TEAM ON 29/08/19\t LOCATION CHECKED BY CPECC ON 17/10/2019. FGL: 64m. OK. READY FOR CELLAR INSTALLATION\t WAITING FOR DTR AND TO'S FOR CELLAR INSTALLATION \t \t BB-1440, BB-1414 & BB-1435\t WELL CENTER RE-STACKED BY GEOMATICS TEAM ON 06/09/2019\t FLOW LINE ORIENTATION STACKED BY GEOMATICS TEAM ON 06/09/19\t LOCATIONS NEED TO BE LEVELED TO 64m FGL\t ",MIOCENE CLASTICS,25/10/2019 6:00:00 AM,116,902.9,80,80,15,10,0.785
1/11/2019,BB-1511,BAB,"1,685.00","R-1:- LSR #  -ENERGY ISOLATION R-2: PRECAUTIONARY REDUCEDD GPM TO 500 , CONTROLLED ROP TO MAX. 50 HOLD CONS. DRLG PARAMETERS WOB:30 , RPM 90/100 TO DEFINE T.O. DAMMAM *OBSERVED SLIGHT FLOW WHILE DRILLING DAMMAM +/- 12 BPH\t, CONTROLLED SAME W/69 PCF \t\t\t\t\t\t\t\t    \t \t\t\t\t\t\t\t\t\t\t\t\t\t \t\t\t\t\t\t\t\t\t NOTE:- ** NEXT LOCATION: BB1546: WILL BE PREPARED BY ADNOC ONSHORE LOC..PRE.TEAM. ** SAARI WILL START LOC PREPRATION WITH IN TWO DAYS AND WILL TAKE +/- 8 DAYS TO FINISH.\t",DAMMAM F'MTN,30/10/2019 6:00:00 PM,48.9,800,,120,55,35,0.785
5/11/2019,BB-1344,BAB,"5,046.00","R:1- LSR#04-TOXIC GAS.[ FOLLOW THE RULES WORKING IN TOXIC GAS ENVIRON MENT][100% HSE OBSERVATION AND REPORTING]-SPR#01 PLANNING.  R:2-GOOD RESPONSE FROM CREW .  R:3-WOB: 10-20      RPM: 60          GPM:650.  SLIDE AS PER DD SURVEY EVERY STAND AFTER CONNECTION [TOTAL SLIDE HOURS TODAY @ 4.8HRS.  PUMP HI-VIS EVERY STDS.  1st & 2nd NEXT WELL-BB-1338,BB-1459 CONSTRUCTION WORK: 50 %  3RD NEXT WELL : BB-1389, BB-1476, BB-1396, BB-1430, BB-1420, BB-1429 (PAD-118\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t GL ACCOUNT:N/A\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  LOCATION STACK: DONE\t",SIMSIMA F'MTN,31/10/2019 7:00:00 AM,88.5,642.1,60,60,20,10,1.037
5/11/2019,BB-1511,BAB,"5,230.00","R-1:- WASHED & REAM EVERY STD. - PUMPED SWEEPS EVERY STD. R-2:-CONTROLLED DRLG. PARAMETERS THROUGH SIMSIMA FORM. - 650 GPM / 110 -120 RPM/ 25-30 KLB WOB, 350 CFM AIR. - WASHED & REAMMED EVERY CONN. TWICE - TOP SIMSIMA. - SWEEPT HOLE W/ HI.VIS. PILL + SODIUM SILICATE PILL EVERY CONN. SCR @ 5000' W/ 9 PPG MUD. 30 SPM 40 SPM MP-1 190 PSI 230 PSI MP-2 190 PSI 230 PSI NOTE:- NB:- THE PIPE HANDLER - IRON ROUGHNECK IS NOT WORKING. - USING THE PIPE SPINNER TO M/U 5½"" DP STD's WHILE DRLG. ** NEXT LOCATION: BB1546: WILL BE PREPARED BY ADNOC ONSHORE LOC..PRE.TEAM.  - SARRI COMPAY WAS ALLOCATED TO SAME. & WORING ON LOC. SINCE 04/11/2019 \t\t\t\t \t",SIMSIMA F'MTN,30/10/2019 6:00:00 PM,109.3,650,100,120,40,10,0.994
7/11/2019,BB-1510,BAB,"3,031.00","R-1: - 30 HSE OBSERVATIONS, 8 BSA.  - DISCUSSED LSR:- ""LINE OF FIRE"". - DISCUSSED ""PTWs: COLD WORK PERMIT"".  - DISCUSSED ""SP2R #3 - MONITOR TQ & DRAG"". R-2:- PERFORMED 13-3/8"" CSG TOP UP JOB - PUMPED 15 BBLS CMT. R-3:- DRILLED OUT F/C IN 20 MINS & F/S IN 10 MINS. R-4:- PUMPED SWEEPS, WASHED & REAMED 15' B/4 EA. CONN.  OTHER HSE ACTIVITIES * NO AMBULANCE AT RIG SITE (AMBULANCE DRY RUN - 18 MINS).  NEXT LOCATION * AD DRLG ACCEPTED LOC. & RIG MOVE ROUTE PREPARATION. ",RUS F'MTN,3/11/2019 6:00,121.5,852.8,70,85,30,15,1.037
8/11/2019,BB-1344,BAB,"6,400.00","R:1- LSR#10: HOT WORK [COTROL FLAMMABLES AND IGNITION SOURCES .][CHEMICAL HAZARDS OIL SPILL/WATER MANAGEMENT]-SPR#04:MINIMIZE STATIONARY TIME(4 MINS MAX)ACROSS DEPLETED ZONES.  R2:WOB:25-35    RPM: 100            GPM:500  1st & 2nd NEXT WELL-BB-1338,BB-1459 CONSTRUCTION WORK: 50 %  3RD NEXT WELL : BB-1389, BB-1476, BB-1396, BB-1430, BB-1420, BB-1429 (PAD-118\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t GL ACCOUNT:N/A\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t  LOCATION STACK: DONE\t",HALUL F'MTN,31/10/2019 7:00:00 AM,92.5,250.8,100,100,35,25,1.037
8/11/2019,BB-1511,BAB,"7,603.00","R-1:- * WASHED & REAMMED EVERY CONN.\t\t\t\t\t\t\t\t          * PUMPED SWEEPS EVERY CONN.\t\t\t\t\t\t\t\t          * INCREASED M.WT F/ 76 PCF TO 79 PCF W/ 20 BPH DYNAMIC LOSSES.\t\t\t\t\t\t\t\t SCR @ 7,175' W/ 10.70 PPG KCL/PHPA MUD.\t\t\t\t\t \t30 SPM\t\t40 SPM\t MP-1\t230\tPSI\t280\tPSI MP-2\t250\tPSI\t300\tPSI \t\t\t\t\t\t NB:- TOTAL HRS ON 8"" DRLG. JAR = 121.5 HRS.\t\t\t\t\t\t\t\t NB:- THE PIPE HANDLER - IRON ROUGHNECK IS NOT WORKING.\t\t\t\t\t\t\t\t        - USING THE PIPE SPINNER TO M/U 5½"" DP STD's WHILE DRLG.\t\t\t\t\t\t\t\t        - NEXT LOCATION: BB1546: WILL BE PREPARED BY ADNOC ONSHORE LOC..PRE.TEAM\t\t\t\t\t\t\t\t        - SARRI COMPAY WAS ALLOCATED TO SAME. & WORING ON LOC. SINCE 04/11/2019\t\t\t\t\t\t\t\t        - EXPETECTED TO COMPLETE CIVIL WORK ON 14/11/2019\t\t\t\t\t\t\t\t \t\t\t\t\t\t\t\t\t\t\t\t\t ",SHILAIF F'MTN,30/10/2019 6:00:00 PM,49.7,670,,120,28,20,0.994
12/11/2019,BB-1468,BAB,"10,772.00","R-1:  SP2R8,DRIVING, 100% HSE. HSE OBSERVATION REPORTING.   NEXT LOCATION: PAD-108 (BB-1442 / BB-1410 / BB-1423) FLOW LINE ORIENTATION: GRANTED ON 11.11.2019 RMR HANDOVER: YES, GRANTED ON 07.11.2019  BAB FIELD SERVICE HANDOVER: YES * SAARI IS SPREADING GATCH ON LOCATION: 95%  * BFS REMOVED ONE TOWER LIGHT TO GIVE RIGHT OF WAY TO RIG. NO CRASH BARRIER WAS REMOVED ONLY MOVE APART * RMR PREPARATIONS REQUESTED TO BAB13 ON 07.11.2019, ID#41406 *RIG ROUTE MOVE SHOWED TO BAB13 FOREMAN ON 09.11.2018 *RIG MOVE ROUTE PROGRESS: 0% ",DENSE G,24/06/2019 2:00:00 AM,0,,,,,,0.451
13/11/2019,BB-1325,BAB,"16,119.00","R-1: LSR: LINE OF FIRE. DISCUSSED TDS FAILURE INCIDENTS ON ADNOC RIGS.  NEXT LOCATION BB-1447: * LOCATION PREPARATION: BAB-13; EDL: #33280 (13/10/2019) * LOCATION STACK: 13/10/2019; T/O ISSUED CONTRACTOR MBH * LOCATION / FIELD SERVICE HANDOVER: LOCATION (13/10/2019)  * RMR HANDOVER : 23/10/2019 * RMR PREPARATION REQUESTED ON 24/10/2019, EDL #36330 * LOCATION PREPARATION & RMR PREPARATION ISSUED TO MBH ON 25/10/2019, TO.# 92502249 * INSTALLED CELLAR – 7/11/2019 * INSTALLED AND CEMENTED CONDUCTOR – 12/11/2019  * LOCATION PREPARATION 100%. – ADNOC DRILLING ACCEPTED LOCATION  * RMR PREPARATION – CHECKED WITH ADNOC DRILLING - OK * GL ACCOUNT 1-11E47-4516-0622-2041-71-16K18.  BB-1609 (POSSIBLE 2ND NEXT LOCATION) * STACK LOCATION HANDOVER REQUESTED ON 11 NOV 2019. - LOCATION IS CHECKED BY GEOMATICS, NEED TO BE APPROVED BY BMP",THAMAMA SUBZONE AIL,,0,,,,,,0.451
14/11/2019,BB-1230,BAB,"17,400.00","R-1: DISCUSSED LSR:HOT WORK + EXPLOSIVE PERMIT / RADIO ACTIVE PERMIT R-2: SYSTEM LOADED WITH 2.0 PPB H2S SCAVANGER R-3: GEOSTEERING WELL IN TH.H AS PER GEOLOGIST & GEOSTEERING TEAM'S INSTRUCTIONS R-4: 120 RPM, 280 GPM, 15-18 KIPS R-5:ADDED 1.5 % LUBRICANT IN THE SYSTEM  R- 6: PERFORMED H2S DRILL WITH ALL CREW  SCR @ 17370' W/9.9 PPG NDF\t\t \tMP-1 @ 20 SPM:  680 PSI , 30 SPM: 1030 PSI\t \tMP-2 @ 20 SPM: 660 PSI , 30 SPM: 1010 PSI\t ",THAMAMA ZONE H,20/10/2019 10:00:00 AM,72.4,280,130,130,20,15,0.464
15/11/2019,BB-1370,BAB,"11,115.00","R-1\tLSR (WORK AUTHARIZATION),SPPR# 2,RIG HSE INSPECTION*OPEN ACTIONS/HAZARD IDENTIFICATION.  **MUD SYSTEM LOADED WITH 2.5 PPB H2S EXCAVENGER + 15 PPB RE-ENFORCEMENT MATERIAL\t\t \t\t NEXT LOCATIONS\t\t \t\t BB-1428\t90%\t WELL CENTER RE-STACKED BY GEOMATICS TEAM ON 29/08/2019\t\t FLOW LINE ORIENTATION STACKED BY GEOMATICS TEAM ON 29/08/19\t\t LOCATION CHECKED BY CPECC ON 17/10/2019. FGL: 64m. OK. READY FOR CELLAR INSTALLATION\t\t PENDING CELLAR & CONDUCTOR INSTALLATION \t\t \t\t BB-1440, BB-1414 & BB-1435\t\t WELL CENTER RE-STACKED BY GEOMATICS TEAM ON 06/09/2019\t\t FLOW LINE ORIENTATION STACKED BY GEOMATICS TEAM ON 06/09/19\t\t LOCATIONS NEED TO BE LEVELED TO 64m FGL\t\t ",THAMAMA ZONE H,25/10/2019 6:00:00 AM,39,250.8,120,130,20,10,0.464
19/11/2019,BB-1422,BAB,"3,054.00","DISCUSSED DAILY ACTIVITY, LSR: WORKING AT HEIGHT.  NEXT LOCATION: PAD RDS-1 (BB-1419) Location staked: YES. Location staked: YES (Orientation) Geomatics handover received: YES. F.S location handover: YES. Location preparation : BY ADNOC DRILLING Rig move hand over: YES. RMR preparation : ADNOC DRILLING. Progress : 98 % Installed Cellar, Conductor. Requested for rig move gate pass from BB -1434 to BB -1419 EDL #37365.  2nd NEXT BB-1387: Location staked: YES.  Location staked: No (Orientation) Geomatics handover received: YES. F.S location handover: YES. Location preparation submitted on system: YES (EDL# 35337)  Rig move hand over: NO. RMR request submitted on system: NO  3rd NEXT BB-1369 Location staked: YES. Location staked: No (Orientation) Geomatics handover received: YES. F.S location handover: YES. Location preparation submitted on system: NO ( Waiting for GL Account) Rig move hand over: no. RMR request submitted on system: no  HP WELL  BB-1658: Location staked: Yes.  Location staked: NO (Orientation) Geomatics handover received: YES. F.S location handover: NO. Location preparation submitted on system: NO Rig move hand over: NO. RMR request submitted on system: NO",RUS F'MTN,15/11/2019 2:30:00 PM,64.3,911.4,90,100,45,30,0.994
1/12/2019,BB-1071,BAB,"5,900.00","[R-1]: DISCUSSED LSR: ENERGY ISOLATION, DROP OBJECTS / FALL PROTECTION , SP²R9. [R-2]: MAXIMUM FLOW RATE 820 GPM AS PER MWD LIMITATIONS. NOTE: THIRD PARTIES CO. FROM ADNOC DRILLING ON SITE:            * DIETSWELL: TDS & DRAWORKS AUDITORS.            * GHRDC, HSE COACH FOR DRILLING CREW MEMBERS.  NEXT LOCATION BB-1347  * RMOP  PENDING     MOVE DISTANCE 17.5 KM       MOVE SCENARIO (MAST UP)   * STACK THE LOCATION - GEOMATICS HO RECEIVED ON 28-09-2019.  * LOCATION HO RECEIVED ON 30-09-2019.  * FLOW LINE ORIENTATION RECEIVED ON 14.10.2019.  * LOCATION PREPARATION  REQUEST HAS BEEN SENT TO PREPARE BB-1347 ON 11-11-19, EDL # 41441, TO# 92502622, for SAARI COMPANY.  * RIG MOVE ROAD PREPARATION REQUEST HAS BEEN SENT TO PREPARE BB-1347 ON 11-11-19, EDL # 41442, TO# 92502622, for SAARI COMPANY.  * GL ACCOUNT: 1-11D47-4516-1131-2041-71-11043,  ISSUED ON 11/11/2019. 2ND NEXT LOCATION PAD-103 (1ST WELL BB-1363 - SLOT 12, 2ND WELL BB-1399 - SLOT 16, 3RD WELL BB-1357 - SLOT 4):                           * RMOP  PENDING     MOVE DISTANCE PENDING       MOVE SCENARIO (PENDING)  * PRE WORK FOR FENCE REMOVAL: DONE. * REMOVE GAS LINE: PENDING REQUIREMENTS: * STACKING THE LOCATION: GEOMATICS - DONE 14-11-2019 * LOCATION HANDOVER: BAB FIELD SERVICE - RECEIVED 19-11-2019. * RIG MOVE ROAD HANDOVER: BAB FIELD SERVICE - PENDING * LOCATION HANDOVER: GEOMATICS - RECEIVED 19-11-2019. ",FIQA F'MTN,25/11/2019 5:00:00 AM,109.1,802.6,70,75,30,20,0.994
13/12/2019,BB-1457,BAB,"8,910.00","R-1: DISCUSSED: SP²R4, LSR: HOT WORK/CHEMICAL HAZARDS OIL SPILL  GHRDC, HSE COACH FOR DRILLING CREW MEMBERS, ON 9TH - 10TH DECEMBER. HI-PROFILE VISIT ON 9TH NOVEMBER.  RIG MOVE: BB1481-BB1457 (PAD-106) 42HRS (ACTUAL) vs 48HR (RMOP). SPUD BB-1457 WELL ON 29TH NOVEMBER, 18:oo HRS.  NEXT LOCATION BB-1467(PAD-106): READY: 95% INSTALLED WELL CELLAR. CONFIRMED BY GEOMATICS.  CP DRIVEN BY AL MUR. CEMENTED. INSTALLED SLS. INCLINATION BEFORE/AFTER  CEMENTING 0.3DEG  2ND NEXT LOCATION BB-1456(PAD-106): READY: 90% INSTALLED CELLAR. GEOMATICS TO  CONFIRM BEFORE COVERING THE CELLAR.  EXPECT TO DRILL FOR CP ON 14TH.  ** PAD-106 DRILLING SEQUENCE [BB-1478, BB-1481, BB-1457, BB-1467, BB-1456]  MISCELLANEOUS: ** IRON ROUGHNECK IS NOT WORKING. UNDER REPAIRING PROCESS. ** EVACUATION VEHICLE AVAILABLE ON LOCATION STARTING WITH 19/11/2019      (EMERGENCY CAR).",SHILAIF F'MTN,29/11/2019 6:00:00 PM,77.5,590,130,130,24,24,0.869
15/12/2019,BB-1410,BAB,"9,400.00","R-1\tSP2R6,SAFE MECHANICAL LIFTING R-2SCR @ 9220'MD MP #1  (PSI)         MP#2  PSI 390                      370 480                       480",BAB MEMBER,1/12/2019 9:00,50.5,471.5,120,120,30,25,1.178
16/12/2019,BB-1410,BAB,"10,330.00","R-1:SP2R7,TOXIC GAS,AREA MANAGER CHECKLIST /JOB SUPERVISION ",THAMAMA SUBZONE B IV L,1/12/2019 9:00,53.1,530,120,120,30,20,1.178
21/12/2019,BB-1546,BAB,"1,712.00","R-1: WASH & REAM EACH STD , PUMP 20 BBLS BENTONIE PILL EVERY STD , OPTIMISE PARAMETERS TO REDUCE SURFACE VIBRATION R-2: REDUCED GPM TO 650 , HOLD WOB, RPM CONSTANT , FOUND TOP DAMMAM @1645' NO LOSSES , NO GAIN   CONDUCTED BOP VISUAL INSPECTION ,  OFFLINE TESTED PIPE RAM (TOP , LOWER, SHEAR) , KILL & CHOKE MANUAL VALVES  NEXT LOCATION :BB 205  (WORKOVER/RE-ENTRY) RIG MOVE ROAD F/BB1546 TO BB 205 IS +/-25 KM,  WAITING FOR LOC. HANDOVER FROM PRODUCTION ADNOC DRILLING REPLIED THAT THEY WON'T BE ABLE TO PREPARE LOC. WILL SUBMIT E DL TO BAB 13 TEAM TO START PREPARATION  UPON RECIEBVING HANDOVER FOR LOC.",DAMMAM F'MTN,20/12/2019 3:00:00 PM,67.1,650,120,130,55,45,0.785
29/10/2019,BB-1138,BAB,"1,591.00","R-1:  HOT WORK / PTWS / MAN RIDING PERMIT ( JSA+CHECKLIST )\t\t\t\t\t\t\t\t\t\t\t\t\t  ""*NEXT LOCATION BB-243              - RADIO MESSAGE SENT TO PE/FS FOR HANDOVER ON 18.09.19. NOT HANDED OVER.""\t\t\t\t\t\t\t\t  *2ND NEXT LOCATION BB-1389              - NOT STACKED.\t\t\t\t\t\t\t\t\t\t\t",DAMMAM F'MTN,,59.9,950,50,80,40,20,0.785
31/10/2019,BB-1222,BAB,"4,085.00",R-1: DISCUSS SP2R PWTS HOT WORK PERMIT /MECHANICAL /ELECTRICAL ISOLATION PERMIT LSR DRIVING ,DAMMAM F'MTN,25/10/2019 4:00:00 PM,67.4,902.9,80,80,30,20,1.037
2/11/2019,BB-1222,BAB,"5,371.00","R-1: DISCUSS SP2R THIRD PARTY EQUIPMENT INSTALLATION PERMIT LSR BYPASSING SAFETY CONTROLS R-2: SECURED WELL IN 90 SEC, HEAD COUNT IN 2 MINTS ",SIMSIMA F'MTN,25/10/2019 4:00:00 PM,17.6,902.9,80,80,15,10,1.037
3/11/2019,BB-1510,BAB,490,"R-1:- 13 HSE OBSERVATIONS, 8 BSA.  * DISCUSSED LSR - ""WORKING AT HEIGHT"" * DISCUSSED: ""PTWS MAN RIDING PERMIT"". R-2:- RIG RELEASED FROM BB-1515 @ 23:00 HRS ON 25/10/2019 - RIG MOVE WITH MAST DOWN - RMOP HRS 168 HRS, ACTUAL 199 HR. - RIG MOVE DISTANCE 12 KM F/ BB-1515 TO NEW LOC. BB-1510 - TOTAL RIG MOVE LOADS = 94/94 LOADS - ACCEPTED THE RIG AT 06:00 HRS 03/11/2019. R-3:- COMPLETED RLA REPLACEMENT. R-4:- RPM=65-70, TQ=1-2 KLBS-FT, 650-700 GPM, 650-700 PSI, WOB=10-20 KLBS,          ROP=40-50 FT/HR.AJUSTED PARAMETERS TO MINIMIZE VIBRATION. R-5:- RPM=75-80, TQ=1-2 KLBS-FT, 750-800 GPM, 850-950 PSI,         WOB=10-20 KLBS, ROP=60-100 FT/HR. - NO AMBULANCE REQUIRED AT RIG SITE (AMBULANCE DRY RUN TIME FROM HABSHAN CLINIC - 12 MIN). - BB-1515 HANDOVER: REMOVED  DRN  PLUG FROM OLD LOACTION BB-1515 -NEXT LOCATION: RIG MOVE DISTANCE (MAST DOWN) - 32 KM. WAITING FOR FS TO HANDOVER RIG   MOVE ROAD FROM BB-1510 TO BB-1509.",MIOCENE CLASTICS,3/11/2019 6:00,62.2,800,60,75,30,20,0.785
10/11/2019,BB-1230,BAB,"13,845.00","R-1: DISCUSSED LSR:SAFE MECHANICAL LIFTING R-2: SYSTEM LOADED WITH 2.0 PPB H2S SCAVANGER R-3: GEOSTEERING WELL IN TH.H AS PER GEOLOGIST & GEOSTEERING TEAM'S INSTRUCTIONS R-4: 120 RPM, 280 GPM, 15-18 KIPS R-5:ADDED 0.75% LUBRICANT IN THE SYSTEM  R-6: OBSERVED FAILURE OF ONTRACK RESISTIVITY TOOL, DECIDED TO POOH TO REPLACE WITH ANOTHER TOOL R-7: PERFORMED H2S DRILL WITH ALL CREW  R-8: OBSERVED SLIGHT TRICKLING FROM WELL R-9: NO MUD CUT OBSERVED IN BOTTOM UP SAMPLE ( 9.7 PPG)  R-10: MONITORED WELL THRU TRIP TANK -OK. SCR @ 13840' W/9.9 PPG NDF MP-1 @ 20 SPM:  700 PSI , 30 SPM: 1040 PSI\t MP-2 @ 20 SPM: 690 PSI , 30 SPM: 1030 PSI\t   ",THAMAMA ZONE H,20/10/2019 10:00:00 AM,78.4,280,120,120,15,10,0.464
11/11/2019,BB-1421,BAB,"9,494.00","R-1:- DISCUSSED THE FOLLOWING: -LSR:TOXIC GAS.(SP2R7)   AREA MANAGER CHECKLISTS / JOB SUPERVISION. ** NEXT LOCATION: PAD-104 :-(BB-1402, 1426, 1434, 1460) ** HANDOVER LOCATION STACK F/GEOMATICS (RECEIVED ON 04-09-2019 ** HANDOVER LOCATION F/BFS (RECEIVED ON 04-09-2019) ** LOCATION READY ",THAMAMA SUBZONE AII,29/10/2019 5:00:00 AM,61.2,551.8,120,120,39,20,0.902
18/11/2019,BB-1138,BAB,"7,274.00",[R-1]: SP2R5 LSR BYPASSING SAFETY CONTROLS AREA MANAGER CHECKLISTS / JOB SUPERVISION. [R-2]: GOOD RESPONSE FROM CREW. SECURED WELL IN 05 MINUTES [R-3]: KICK RECOGNIZED BY DRILLER. GOOD RESPONSE FROM CREW. SECURED WELL IN LESS THAN 04 MINUTES  *NEXT LOCATION   RDS-8 (6 WATER DISPOSAL WELLS)             - LOCATION HANDOVER ON 18.11.19 - EDL REQUEST NO. 41509 FOR LOCATION PREPARATION,SHILAIF F'MTN,,4.3,,,,,,0.902
28/11/2019,BB-1419,BAB,"1,130.00","DISCUSSED DAILY ACTIVITY, LSR: DRIVING   NEXT BB-1387: Location staked: YES.  Location staked: YES (Orientation) Geomatics handover received: YES. F.S location handover: YES. Location preparation submitted on system: YES (EDL# 35337)  Rig move hand over: YES. RMR request submitted on system: YES (EDL# 41606)  Location preparation:- 20 % by MBH ",MIOCENE CLASTICS,27/11/2019 10:00:00 AM,77.4,950,100,100,60,40,0.785
30/11/2019,BB-1071,BAB,"3,500.00","[R-1]: DISCUSSED LSR: HOT WORK, SAFE TUBULAR RUNNING OPERATION , SP²R8. R-2: CLEAN OUT CEMENT CAREFULLY TO AVOID SIDETRACK, OBSERVED 100% CEMENT RETURN @ SURFACE, TAKE SURVEY EACH CONNECTION,  NEXT LOCATION BB-1347  * RMOP  PENDING     MOVE DISTANCE 17.5 KM       MOVE SCENARIO (MAST UP)  * LOCATION PREPARATION - 75 %. RIG MOVE ROAD - 80 %  * STACK THE LOCATION - GEOMATICS HO RECEIVED ON 28-09-2019.  * LOCATION HO RECEIVED ON 30-09-2019.  * FLOW LINE ORIENTATION RECEIVED ON 14.10.2019.  * LOCATION PREPARATION  REQUEST HAS BEEN SENT TO PREPARE BB-1347 ON 11-11-19, EDL # 41441, TO# 92502622, for SAARI COMPANY.  * RIG MOVE ROAD PREPARATION REQUEST HAS BEEN SENT TO PREPARE BB-1347 ON 11-11-19, EDL # 41442, TO# 92502622, for SAARI COMPANY.  * GL ACCOUNT: 1-11D47-4516-1131-2041-71-11043,  ISSUED ON 11/11/2019. 2ND NEXT LOCATION PAD-103 (1ST WELL BB-1363 - SLOT 12, 2ND WELL BB-1399 - SLOT 16, 3RD WELL BB-1357 - SLOT 4):                           * RMOP  PENDING     MOVE DISTANCE PENDING       MOVE SCENARIO (PENDING)  * PRE WORK FOR FENCE REMOVAL: DONE. * REMOVE GAS LINE: PENDING REQUIREMENTS: * STACKING THE LOCATION: GEOMATICS - DONE 14-11-2019 * LOCATION HANDOVER: BAB FIELD SERVICE - RECEIVED 19-11-2019. * RIG MOVE ROAD HANDOVER: BAB FIELD SERVICE - PENDING * LOCATION HANDOVER: GEOMATICS - RECEIVED 19-11-2019.",UER,25/11/2019 5:00:00 AM,98,752.4,75,80,40,30,0.994
6/12/2019,BB-1511,BAB,"13,563.00","R-1: WASH UP & REAM DOWN LAST SINGLE.  NB:- * 1st NEW LOC. BB-1546 - READY 100%.\t\t\t\t\t\t         * ONLY GATCH REMANING - IN PROGRESS.\t\t\t\t\t\t         * RIG MOVE ROAD F/ BB-1151 TO BB-1546 13.1 KM - 70% READY.\t\t\t\t\t\t         * RIG MOVE ROAD F/ BB-1546 TO BB-205 - ALREADY GET IT FROM F.SERVICE 24 KM.\t\t\t\t\t\t         * BB-1184 RE-ENTRY WELLHEAD PRESS. CHECKED ON 22.11.2019 ALL ZERO PSI. NB:-  MUD SYSTEM VAVLES ( MUD PUMP SUCTION VALVES , HOPPER VALVES) LEAKING  LEADING TO MUD LEAKS BETWEEN TANKS , CHANGING TOP RODS & NUTS IN PROGRESS TO  CHECK VALVE SEALING.         - THE PIPE HANDLER -HAWK JAWS NOT WORKING.\t\t\t\t\t\t        - SERVERAL ATTEMPTTED HAS BEEN DONE TO GET IT WORK - NO SUCCESS.\t\t\t\t\t\t        - THE TDS SPINNING/TQ MODE CONTROL UNIT IS NOT WORKING.\t\t\t\t\t\t\t\t\t        - AL-MASAOOD FIRFLY ON LOC. SINCE 09.11.2019.\t\t\t\t\t\t        - AL-MANSOORI AIR LOOP SYSTEM ON LOCATION SINCE 11.11.2019.",THAMAMA ZONE F,30/10/2019 6:00:00 PM,74.7,300,,130,22,10,0.451
7/12/2019,BB-1402,BAB,"7,188.00","R-1:- DISCUSSED THE FOLLOWING: SP2R7, LSR (BYPASSING SAFETY CONTROLS),THIRD PARTY EQUPMENT INSTALATION PERMIT(IE CEMENT UNIT) . R-2:-PRESSURE TEST HYDRILL TO 300/3500PSI, RAMs/HCRs/MVs/FOSV/IBOPs TO 300/5000PSI. R-2:-SECURE THE WELL IN 2 MINS.GOOD RESPONSE FROM THE CREW. R-3:-SECURE THE WELL IN 1.5 MINS.GOOD RESPONSE FROM THE CREW. R-4: DRILL OUT F/C @ 7007’ IN 40 MINS & F/S @ 7094’ IN 20 MINS.  ** PAD-104:- (BB-1426, 1434, 1460) LOCATION READY. ",FIQA F'MTN,28/11/2019 4:00:00 AM,32.8,"13,242.90",60,80,25,10,0.902
